n,d,degree,seed,basis_size_m,generator_type,solver,method,round,status,value,solve_time,wall_time,error,basis_condition
4,2,4,0,15,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.22377816855879562,0.014452756,0.7735545249888673,,367387.08016482374
4,2,4,1,15,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.2256467788225595,0.010056262,0.16168411599937826,,1.0
4,2,4,1,15,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.009509297,0.6507296939380467,,1.0
4,2,4,1,15,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,exception,,,0.7504557999782264,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",284896.11280967837
4,2,4,2,15,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.32482297653411174,0.008043693,0.13975212501827627,,1.0
4,2,4,2,15,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.009899991,0.6498933340189978,,1.0
4,2,4,2,15,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,exception,,,0.7446287659695372,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",384567.71449962945
4,2,4,3,15,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.02995690833595356,0.008106853,0.13988534198142588,,1.0
4,2,4,3,15,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.009863956,0.6434519389877096,,1.0
4,2,4,3,15,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.029956823032810165,0.017279386,0.7654934860765934,,547474.9636728447
4,2,4,4,15,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.3207964559872227,0.008780082,0.13598398806061596,,1.0
4,2,4,4,15,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.010654984,0.6683163020061329,,1.0
4,2,4,4,15,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.32079639899428647,0.013783294,0.757809155038558,,412967.8121559451
4,2,4,5,15,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.20063632471369605,0.008097066,0.15076613100245595,,1.0
4,2,4,5,15,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.009819215,0.6704568580025807,,1.0
4,2,4,5,15,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,exception,,,0.7415019030449912,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",348613.6024640514
4,2,4,6,15,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.22233129995862638,0.009851482,0.14021130907349288,,1.0
4,2,4,6,15,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.010842412,0.6460944910068065,,1.0
4,2,4,6,15,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,exception,,,0.7612614659592509,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",428582.43251928233
4,2,4,7,15,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.19312970974605911,0.007162724,0.13729581504594535,,1.0
4,2,4,7,15,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.011542551,0.6595931809861213,,1.0
4,2,4,7,15,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.19312965986481084,0.013918438,0.7850820180028677,,318714.95268589444
4,2,4,8,15,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.11230781099592119,0.007814112,0.13881850894540548,,1.0
4,2,4,8,15,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.009689608,0.6299795169616118,,1.0
4,2,4,8,15,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.11230775254017357,0.013382421,0.7525419209850952,,477696.5240886785
4,2,4,9,15,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.2743051758785842,0.007839933,0.13410360109992325,,1.0
4,2,4,9,15,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.009521476,0.6276541990227997,,1.0
4,2,4,9,15,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.2743049476795809,0.014919674,0.7776726430747658,,435247.7526972361
